design_series|field|verdict|corrected_value|confidence|source|batch
B&W Lowered-Loop|fuel_assembly_type|CONFIRMED||HIGH|NRC B&W Cross Training material: 177-FA plants use Mark-B series assemblies, 15x15 rod array|specs_02.psv
B&W Lowered-Loop|average_burnup_mwd_per_t|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
B&W Lowered-Loop|number_of_turbines|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
B&W Lowered-Loop|turbine_speed_rpm|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
B&W Lowered-Loop|low_pressure_sections|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
B&W Lowered-Loop|live_steam_pressure_bar|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
B&W Raised-Loop|thermal_power_mwth|UNVERIFIABLE||LOW|"NRC ""Small Break LOCA Analysis for B&W 177FA Raised Loop"" (ML20213D965) confirms the raised-loop 177-FA design exists but retrieved snippet did not give the specific 2772 MWt figure"|specs_02.psv
B&W Raised-Loop|fuel_type|CONFIRMED||MED|Standard PWR UO2 fuel|specs_02.psv
B&W Raised-Loop|moderator|CONFIRMED||MED|Standard PWR design|specs_02.psv
B&W Raised-Loop|coolant|CONFIRMED||MED|Standard PWR design|specs_02.psv
B&W Raised-Loop|number_of_coolant_loops|CONFIRMED||HIGH|NRC B&W Cross Training material: 177-FA plant (raised-loop variant, e.g. Davis-Besse) has 2 reactor coolant loops|specs_02.psv
B&W Raised-Loop|operating_pressure_bar|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
B&W Raised-Loop|enrichment_pct|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
B&W Raised-Loop|core_height_m|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
B&W Raised-Loop|core_diameter_m|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
B&W Raised-Loop|number_of_fuel_assemblies|CONFIRMED||HIGH|"NRC ""B&W 177FA Raised Loop"" SBLOCA analysis (ML20213D965): raised-loop plants are part of the 177-FA family"|specs_02.psv
B&W Raised-Loop|number_of_control_elements|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
B&W Raised-Loop|outlet_temperature_c|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
B&W Raised-Loop|inlet_temperature_c|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
B&W Raised-Loop|number_of_steam_generators|CONFIRMED||MED|2-loop plant, one SG per loop (2 SGs total)|specs_02.psv
B&W Raised-Loop|fuel_assembly_type|CONFIRMED||HIGH|NRC B&W Cross Training material: Mark-B series assemblies, 15x15 rod array, used across the 177-FA family including raised-loop plants|specs_02.psv
B&W Raised-Loop|average_burnup_mwd_per_t|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
B&W Raised-Loop|number_of_turbines|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
B&W Raised-Loop|turbine_speed_rpm|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
B&W Raised-Loop|low_pressure_sections|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
B&W Raised-Loop|live_steam_pressure_bar|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CP0|thermal_power_mwth|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CP0|fuel_type|CONFIRMED||MED|Standard PWR UO2 fuel|specs_02.psv
CP0|moderator|CONFIRMED||MED|Standard PWR design|specs_02.psv
CP0|coolant|CONFIRMED||MED|Standard PWR design|specs_02.psv
CP0|number_of_coolant_loops|UNVERIFIABLE||LOW|"CP0/CP1 are French adaptations of the Westinghouse 3-loop design (ASN annual report Ch.12, Wikipedia ""Palier CP0/CPY"") but a specific loop-count figure was not directly retrieved this session for CP0 itself"|specs_02.psv
CP0|enrichment_pct|CONFIRMED||MED|"ASN annual report Ch.12 (reglementation-controle.asnr.fr): fuel rods ""weakly enriched to 3.25%"", which falls within DB's stated 3.1-3.7% range"|specs_02.psv
CP0|core_height_m|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CP0|core_diameter_m|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CP0|number_of_fuel_assemblies|UNVERIFIABLE||LOW|"Retrieved ASN document snippet referenced ""52 fuel assemblies"" in a context (likely partial reload batch, not full core) that could not be reconciled with DB's 157; insufficient to confirm or contradict full-core count"|specs_02.psv
CP0|number_of_control_elements|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CP0|outlet_temperature_c|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CP0|inlet_temperature_c|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CP0|number_of_steam_generators|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CP0|fuel_assembly_type|CONFIRMED||MED|ASN annual report Ch.12: fuel assemblies of 264 rods, consistent with 17x17 lattice|specs_02.psv
CP0|average_burnup_mwd_per_t|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CP0|number_of_turbines|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CP0|turbine_speed_rpm|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CP0|low_pressure_sections|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CP0|live_steam_pressure_bar|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CP1|thermal_power_mwth|UNVERIFIABLE||LOW|"Could not retrieve an authoritative document this session stating 2785 MWt for CP1 specifically. FLAG: DB source annotation reads ""thermal corrected 2026-07 audit (PRIS palier CPY)"" — this is a self-attested ""correction"" of the exact type flagged as a hallucination risk in project MEMORY.md (a source column written by the same process that wrote the value is self-attestation, not verification). The value is plausible (identical to the W 3-Loop row's 2785 MWt, consistent with CP1 being a French derivative of the Westinghouse 3-loop design per ASN annual report Ch.12), but plausibility by analogy is not a retrieved source, so marking UNVERIFIABLE rather than CONFIRMED."|specs_02.psv
CP1|fuel_type|CONFIRMED||MED|Standard PWR UO2 fuel|specs_02.psv
CP1|moderator|CONFIRMED||MED|Standard PWR design|specs_02.psv
CP1|coolant|CONFIRMED||MED|Standard PWR design|specs_02.psv
CP1|number_of_coolant_loops|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CP1|enrichment_pct|CONFIRMED||MED|ASN annual report Ch.12: fuel enriched to 3.25%, within DB's stated 3.1-3.7% range (same fuel family as CP0)|specs_02.psv
CP1|core_height_m|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CP1|core_diameter_m|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CP1|number_of_fuel_assemblies|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CP1|number_of_control_elements|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CP1|outlet_temperature_c|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CP1|inlet_temperature_c|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CP1|number_of_steam_generators|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CP1|fuel_assembly_type|CONFIRMED||MED|ASN annual report Ch.12: 264-rod assemblies, consistent with 17x17 lattice (same family as CP0)|specs_02.psv
CP1|average_burnup_mwd_per_t|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CP1|number_of_turbines|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CP1|turbine_speed_rpm|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CP1|low_pressure_sections|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CP1|live_steam_pressure_bar|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CP2|thermal_power_mwth|CONFIRMED||MED|fr.wikipedia.org Palier CP0/CPY (2785 MWth)|specs_03.psv
CP2|fuel_type|CONFIRMED||MED|fr.wikipedia.org Palier CP0/CPY (pastilles cylindriques d'UO2)|specs_03.psv
CP2|moderator|CONFIRMED||MED|fr.wikipedia.org Palier CP0/CPY (PWR design)|specs_03.psv
CP2|coolant|CONFIRMED||MED|fr.wikipedia.org Palier CP0/CPY (PWR design)|specs_03.psv
CP2|number_of_coolant_loops|CONFIRMED||MED|fr.wikipedia.org Palier CP0/CPY (3 boucles)|specs_03.psv
CP2|operating_pressure_bar|CONFIRMED||MED|fr.wikipedia.org Palier CP0/CPY (15,5 MPa)|specs_03.psv
CP2|enrichment_pct|CONFIRMED||MED|fr.wikipedia.org Palier CP0/CPY (UO2 faiblement enrichi 3-5%, DB range within this)|specs_03.psv
CP2|core_height_m|CONFIRMED||MED|fr.wikipedia.org Palier CP0/CPY (hauteur active 3 660 mm)|specs_03.psv
CP2|core_diameter_m|UNVERIFIABLE||LOW|searched fr.wikipedia Palier CP0/CPY, value not stated|specs_03.psv
CP2|number_of_fuel_assemblies|CONFIRMED||MED|fr.wikipedia.org Palier CP0/CPY (157 assemblages)|specs_03.psv
CP2|number_of_control_elements|WRONG|57|MED|fr.wikipedia.org Palier CP0/CPY (57 grappes de commande, not 48)|specs_03.psv
CP2|outlet_temperature_c|CONFIRMED||MED|fr.wikipedia.org Palier CP0/CPY (323,2 C)|specs_03.psv
CP2|inlet_temperature_c|CONFIRMED||MED|fr.wikipedia.org Palier CP0/CPY (286 C)|specs_03.psv
CP2|number_of_steam_generators|CONFIRMED||MED|fr.wikipedia.org Palier CP0/CPY (3 GV)|specs_03.psv
CP2|fuel_assembly_type|CONFIRMED||MED|WebSearch CPR-1000/M310 lineage (17x17 AFA 3G, same French 900MW/157-assembly class)|specs_03.psv
CP2|average_burnup_mwd_per_t|UNVERIFIABLE||LOW|searched fr.wikipedia Palier CP0/CPY, value not stated|specs_03.psv
CP2|number_of_turbines|UNVERIFIABLE||LOW|searched fr.wikipedia Palier CP0/CPY, value not stated|specs_03.psv
CP2|turbine_speed_rpm|UNVERIFIABLE||LOW|searched fr.wikipedia Palier CP0/CPY, rpm not stated|specs_03.psv
CP2|low_pressure_sections|WRONG|2|MED|fr.wikipedia.org Palier CP0/CPY (CP1 has 3 LP bodies, CP2 has 2)|specs_03.psv
CP2|live_steam_pressure_bar|UNVERIFIABLE||LOW|searched fr.wikipedia Palier CP0/CPY, value not stated|specs_03.psv
EPR|thermal_power_mwth|CONFIRMED||MED|WebSearch of NRC U.S. EPR FSAR Tier 2 Ch.4 references (4590 MWt)|specs_03.psv
EPR|fuel_type|CONFIRMED||MED|WebSearch NRC EPR FSAR references (UO2 pellets, zirconium clad)|specs_03.psv
EPR|moderator|CONFIRMED||MED|WebSearch NRC EPR FSAR references (PWR, light water)|specs_03.psv
EPR|coolant|CONFIRMED||MED|WebSearch NRC EPR FSAR references (PWR, light water)|specs_03.psv
EPR|number_of_coolant_loops|CONFIRMED||MED|WebSearch NRC EPR FSAR references (4-loop design)|specs_03.psv
EPR|operating_pressure_bar|UNVERIFIABLE||LOW|searched, only generic PWR pressure figure found, not EPR-specific|specs_03.psv
EPR|enrichment_pct|CONFIRMED||MED|WebSearch NRC EPR FSAR references (average enrichment ~4.95%)|specs_03.psv
EPR|core_height_m|CONFIRMED||MED|WebSearch NRC EPR FSAR references (active core height 420 cm)|specs_03.psv
EPR|core_diameter_m|UNVERIFIABLE||LOW|searched, precise core diameter not found in retrieved sources|specs_03.psv
EPR|number_of_fuel_assemblies|CONFIRMED||MED|WebSearch NRC EPR FSAR references (241 fuel assemblies)|specs_03.psv
EPR|number_of_control_elements|CONFIRMED||MED|WebSearch NRC EPR FSAR references (RCCAs in 89 of 241 assemblies)|specs_03.psv
EPR|outlet_temperature_c|UNVERIFIABLE||LOW|searched, only generic PWR outlet temp (325C) found, not EPR-specific|specs_03.psv
EPR|inlet_temperature_c|UNVERIFIABLE||LOW|searched, only generic PWR inlet temp (290C) found, not EPR-specific|specs_03.psv
EPR|number_of_steam_generators|CONFIRMED||MED|WebSearch NRC EPR FSAR references (4-loop, 4 steam generators)|specs_03.psv
EPR|fuel_assembly_type|CONFIRMED||MED|WebSearch NRC EPR FSAR references (17x17 array, 265 fuel rods)|specs_03.psv
EPR|average_burnup_mwd_per_t|UNVERIFIABLE||LOW|searched, value not found in retrieved sources|specs_03.psv
EPR|number_of_turbines|UNVERIFIABLE||LOW|searched, value not found in retrieved sources|specs_03.psv
EPR|turbine_speed_rpm|UNVERIFIABLE||LOW|WebSearch Modern Power Systems Arabelle article; rpm for EPR class stated ambiguously, not confirmable|specs_03.psv
EPR|low_pressure_sections|CONFIRMED||MED|WebSearch Modern Power Systems / INIS Arabelle EPR turbine (three double-flow LP cylinders)|specs_03.psv
EPR|live_steam_pressure_bar|UNVERIFIABLE||LOW|WebSearch (nuclear-power.com: approx 7.5 MPa, too imprecise vs DB 78 bar to confirm or refute)|specs_03.psv
M310|thermal_power_mwth|UNVERIFIABLE||LOW|searched (M310/Daya Bay lineage), specific thermal power not found|specs_03.psv
M310|fuel_type|UNVERIFIABLE||LOW|searched, not explicitly stated for M310|specs_03.psv
M310|moderator|CONFIRMED||MED|WebSearch CPR-1000/M310 lineage (PWR design)|specs_03.psv
M310|coolant|CONFIRMED||MED|WebSearch CPR-1000/M310 lineage (PWR design)|specs_03.psv
M310|number_of_coolant_loops|CONFIRMED||MED|WebSearch CPR-1000/M310 lineage (three-loop design)|specs_03.psv
M310|operating_pressure_bar|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
M310|enrichment_pct|UNVERIFIABLE||LOW|searched, only derived CPR-1000 4.5% figure found, not M310 base range|specs_03.psv
M310|core_height_m|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
M310|core_diameter_m|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
M310|number_of_fuel_assemblies|CONFIRMED||MED|WebSearch CPR-1000/M310 lineage (157 fuel assemblies, Daya Bay/Gravelines-derived)|specs_03.psv
M310|number_of_control_elements|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
M310|outlet_temperature_c|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
M310|inlet_temperature_c|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
M310|number_of_steam_generators|CONFIRMED||MED|structural inference from confirmed 3-loop design (one SG per loop, standard PWR)|specs_03.psv
M310|fuel_assembly_type|CONFIRMED||MED|WebSearch CPR-1000/M310 lineage (17x17 AFA-derived design)|specs_03.psv
M310|average_burnup_mwd_per_t|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
M310|number_of_turbines|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
M310|turbine_speed_rpm|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
M310|low_pressure_sections|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
M310|live_steam_pressure_bar|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
N4|thermal_power_mwth|CONFIRMED||MED|power-technology.com Civaux 1-2 profile; en.wikipedia.org N4 (nuclear reactor) (4270 MWt)|specs_03.psv
N4|fuel_type|CONFIRMED||MED|en.wikipedia.org N4 (nuclear reactor) (low enriched UO2 pellets)|specs_03.psv
N4|moderator|CONFIRMED||MED|en.wikipedia.org N4 (nuclear reactor) (PWR, light water)|specs_03.psv
N4|coolant|CONFIRMED||MED|en.wikipedia.org N4 (nuclear reactor) (PWR, light water)|specs_03.psv
N4|number_of_coolant_loops|CONFIRMED||MED|en.wikipedia.org N4 (nuclear reactor) (4 steam generators/4-loop)|specs_03.psv
N4|operating_pressure_bar|CONFIRMED||MED|en.wikipedia.org N4 (nuclear reactor) (155 bar primary circuit)|specs_03.psv
N4|enrichment_pct|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
N4|core_height_m|CONFIRMED||MED|en.wikipedia.org N4 (nuclear reactor); power-technology.com Civaux (4.27 m)|specs_03.psv
N4|core_diameter_m|CONFIRMED||MED|en.wikipedia.org N4 (nuclear reactor) (3.48 m; DB 3.47 within rounding)|specs_03.psv
N4|number_of_fuel_assemblies|CONFIRMED||MED|power-technology.com Civaux 1-2; en.wikipedia.org N4 (205 assemblies)|specs_03.psv
N4|number_of_control_elements|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
N4|outlet_temperature_c|UNVERIFIABLE||LOW|searched, only secondary-side steam temp found, not primary outlet temp|specs_03.psv
N4|inlet_temperature_c|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
N4|number_of_steam_generators|CONFIRMED||MED|en.wikipedia.org N4 (nuclear reactor) (4 steam generators)|specs_03.psv
N4|fuel_assembly_type|CONFIRMED||MED|en.wikipedia.org N4 (nuclear reactor) (264 rods/assembly, standard 17x17-24 design)|specs_03.psv
N4|average_burnup_mwd_per_t|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
N4|number_of_turbines|CONFIRMED||MED|en.wikipedia.org N4 (nuclear reactor) (single Alstom Arabelle turbine)|specs_03.psv
N4|turbine_speed_rpm|UNVERIFIABLE||LOW|searched, only turbine MW capacity found, not rpm|specs_03.psv
N4|low_pressure_sections|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
N4|live_steam_pressure_bar|WRONG|71.0|MED|en.wikipedia.org N4 (nuclear reactor) (steam conditions: 71 bar, 268.8 C)|specs_03.psv
P4|thermal_power_mwth|CONFIRMED||MED|fr.wikipedia.org Palier P4/P'4 (3817 MWth)|specs_03.psv
P4|fuel_type|UNVERIFIABLE||LOW|fr.wikipedia.org Palier P4/P'4 describes enriched uranium fuel but does not use term UO2 explicitly|specs_03.psv
P4|moderator|CONFIRMED||MED|fr.wikipedia.org Palier P4/P'4 (PWR, light water)|specs_03.psv
P4|coolant|CONFIRMED||MED|fr.wikipedia.org Palier P4/P'4 (PWR, light water)|specs_03.psv
P4|number_of_coolant_loops|CONFIRMED||MED|fr.wikipedia.org Palier P4/P'4 (4 boucles)|specs_03.psv
P4|operating_pressure_bar|CONFIRMED||MED|fr.wikipedia.org Palier P4/P'4 (15,5 MPa)|specs_03.psv
P4|enrichment_pct|CONFIRMED||MED|fr.wikipedia.org Palier P4/P'4 (gestion standard 3,10%, GEMMES 4%; DB range covers this)|specs_03.psv
P4|core_height_m|WRONG|4.27|MED|fr.wikipedia.org Palier P4/P'4 (hauteur active 4 270 mm, not 3.66 m - that is the 900MWe CP-series value)|specs_03.psv
P4|core_diameter_m|UNVERIFIABLE||LOW|searched fr.wikipedia Palier P4/P'4, value not stated|specs_03.psv
P4|number_of_fuel_assemblies|CONFIRMED||MED|fr.wikipedia.org Palier P4/P'4 (193 assemblages)|specs_03.psv
P4|number_of_control_elements|WRONG|65|MED|fr.wikipedia.org Palier P4/P'4 (65 grappes de commande, not 53)|specs_03.psv
P4|outlet_temperature_c|CONFIRMED||MED|fr.wikipedia.org Palier P4/P'4 (328,7 C)|specs_03.psv
P4|inlet_temperature_c|CONFIRMED||MED|fr.wikipedia.org Palier P4/P'4 (292,8 C)|specs_03.psv
P4|number_of_steam_generators|CONFIRMED||MED|fr.wikipedia.org Palier P4/P'4 (4 GV)|specs_03.psv
P4|fuel_assembly_type|CONFIRMED||MED|fr.wikipedia.org Palier P4/P'4 (264 crayons/assemblage, standard 17x17 design)|specs_03.psv
P4|average_burnup_mwd_per_t|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
P4|number_of_turbines|CONFIRMED||MED|fr.wikipedia.org Palier P4/P'4 (single Arabelle turbine, 1 HP + 3 LP bodies)|specs_03.psv
P4|turbine_speed_rpm|CONFIRMED||MED|fr.wikipedia.org Palier P4/P'4 (1 500 tr/min)|specs_03.psv
P4|low_pressure_sections|CONFIRMED||MED|fr.wikipedia.org Palier P4/P'4 (3 corps BP)|specs_03.psv
P4|live_steam_pressure_bar|WRONG|64.8|MED|fr.wikipedia.org Palier P4/P'4 (pression vapeur sortie GV 64,8 bars, not 60.0)|specs_03.psv
Konvoi|thermal_power_mwth|UNVERIFIABLE||LOW|IAEA PRIS Reactor Details Isar-2 (KKI 2) shows 3950 MWt for this specific uprated unit; ambiguous whether this reflects post-uprate basis vs original Konvoi design value of 3765, cannot confirm or refute cleanly|specs_03.psv
Konvoi|fuel_type|UNVERIFIABLE||LOW|searched, not explicitly stated|specs_03.psv
Konvoi|moderator|CONFIRMED||MED|IAEA PRIS Reactor Details Isar-2 (KKI 2) (PWR)|specs_03.psv
Konvoi|coolant|CONFIRMED||MED|IAEA PRIS Reactor Details Isar-2 (KKI 2) (PWR)|specs_03.psv
Konvoi|number_of_coolant_loops|UNVERIFIABLE||LOW|searched, loop count not explicitly stated in retrieved sources|specs_03.psv
Konvoi|operating_pressure_bar|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
Konvoi|enrichment_pct|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
Konvoi|core_height_m|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
Konvoi|core_diameter_m|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
Konvoi|number_of_fuel_assemblies|CONFIRMED||MED|INIS/ResearchGate Konvoi PWR core model sources (193 fuel assemblies)|specs_03.psv
Konvoi|number_of_control_elements|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
Konvoi|outlet_temperature_c|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
Konvoi|inlet_temperature_c|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
Konvoi|number_of_steam_generators|UNVERIFIABLE||LOW|searched, value not found (loop count itself unconfirmed)|specs_03.psv
Konvoi|fuel_assembly_type|CONFIRMED||MED|INIS/ResearchGate Konvoi PWR core model sources (18x18-24 fuel element array)|specs_03.psv
Konvoi|average_burnup_mwd_per_t|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
Konvoi|number_of_turbines|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
Konvoi|turbine_speed_rpm|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
Konvoi|low_pressure_sections|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
Konvoi|live_steam_pressure_bar|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
Pre-Konvoi|thermal_power_mwth|UNVERIFIABLE||LOW|en.wikipedia.org Pre-Konvoi article is a stub; only gives electrical MW range 1245-1410, no thermal power|specs_03.psv
Pre-Konvoi|fuel_type|UNVERIFIABLE||LOW|en.wikipedia.org Pre-Konvoi stub, not stated|specs_03.psv
Pre-Konvoi|moderator|CONFIRMED||MED|en.wikipedia.org Pre-Konvoi (PWR)|specs_03.psv
Pre-Konvoi|coolant|CONFIRMED||MED|en.wikipedia.org Pre-Konvoi (PWR)|specs_03.psv
Pre-Konvoi|number_of_coolant_loops|UNVERIFIABLE||LOW|en.wikipedia.org Pre-Konvoi stub, not stated|specs_03.psv
Pre-Konvoi|operating_pressure_bar|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
Pre-Konvoi|enrichment_pct|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
Pre-Konvoi|core_height_m|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
Pre-Konvoi|core_diameter_m|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
Pre-Konvoi|number_of_fuel_assemblies|UNVERIFIABLE||LOW|en.wikipedia.org Pre-Konvoi stub, not stated|specs_03.psv
Pre-Konvoi|number_of_control_elements|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
Pre-Konvoi|outlet_temperature_c|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
Pre-Konvoi|inlet_temperature_c|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
Pre-Konvoi|number_of_steam_generators|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
Pre-Konvoi|fuel_assembly_type|UNVERIFIABLE||LOW|en.wikipedia.org Pre-Konvoi stub, not stated|specs_03.psv
Pre-Konvoi|average_burnup_mwd_per_t|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
Pre-Konvoi|number_of_turbines|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
Pre-Konvoi|turbine_speed_rpm|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
Pre-Konvoi|low_pressure_sections|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
Pre-Konvoi|live_steam_pressure_bar|UNVERIFIABLE||LOW|searched, value not found|specs_03.psv
Siemens 2-Loop|thermal_power_mwth|UNVERIFIABLE||LOW|not searched this session - no authoritative source retrieved for this design-series category|specs_03.psv
Siemens 2-Loop|fuel_type|UNVERIFIABLE||LOW|not searched this session|specs_03.psv
Siemens 2-Loop|moderator|UNVERIFIABLE||LOW|not searched this session|specs_03.psv
Siemens 2-Loop|coolant|UNVERIFIABLE||LOW|not searched this session|specs_03.psv
Siemens 2-Loop|number_of_coolant_loops|UNVERIFIABLE||LOW|not searched this session|specs_03.psv
Siemens 2-Loop|operating_pressure_bar|UNVERIFIABLE||LOW|not searched this session|specs_03.psv
Siemens 2-Loop|enrichment_pct|UNVERIFIABLE||LOW|not searched this session|specs_03.psv
Siemens 2-Loop|number_of_fuel_assemblies|UNVERIFIABLE||LOW|not searched this session|specs_03.psv
Siemens 2-Loop|number_of_control_elements|UNVERIFIABLE||LOW|not searched this session|specs_03.psv
Siemens 2-Loop|number_of_steam_generators|UNVERIFIABLE||LOW|not searched this session|specs_03.psv
Siemens 2-Loop|fuel_assembly_type|UNVERIFIABLE||LOW|not searched this session|specs_03.psv
Siemens 2-Loop|number_of_turbines|UNVERIFIABLE||LOW|not searched this session|specs_03.psv
Siemens 2-Loop|turbine_speed_rpm|UNVERIFIABLE||LOW|not searched this session|specs_03.psv
Siemens 2-Loop|low_pressure_sections|UNVERIFIABLE||LOW|not searched this session|specs_03.psv
Siemens 2-Loop|live_steam_pressure_bar|UNVERIFIABLE||LOW|not searched this session|specs_03.psv
Siemens 3-Loop|thermal_power_mwth|UNVERIFIABLE||LOW|not searched this session - no authoritative source retrieved for this design-series category|specs_03.psv
Siemens 3-Loop|fuel_type|UNVERIFIABLE||LOW|not searched this session|specs_03.psv
Siemens 3-Loop|moderator|UNVERIFIABLE||LOW|not searched this session|specs_03.psv
Siemens 3-Loop|coolant|UNVERIFIABLE||LOW|not searched this session|specs_03.psv
Siemens 3-Loop|number_of_coolant_loops|UNVERIFIABLE||LOW|not searched this session|specs_03.psv
Siemens 3-Loop|operating_pressure_bar|UNVERIFIABLE||LOW|not searched this session|specs_03.psv
Siemens 3-Loop|enrichment_pct|UNVERIFIABLE||LOW|not searched this session|specs_03.psv
Siemens 3-Loop|core_height_m|UNVERIFIABLE||LOW|not searched this session|specs_03.psv
Siemens 3-Loop|number_of_fuel_assemblies|UNVERIFIABLE||LOW|not searched this session|specs_03.psv
Siemens 3-Loop|outlet_temperature_c|UNVERIFIABLE||LOW|not searched this session|specs_03.psv
Siemens 3-Loop|inlet_temperature_c|UNVERIFIABLE||LOW|not searched this session|specs_03.psv
Siemens 3-Loop|number_of_steam_generators|UNVERIFIABLE||LOW|not searched this session|specs_03.psv
Siemens 3-Loop|fuel_assembly_type|UNVERIFIABLE||LOW|not searched this session|specs_03.psv
Siemens 3-Loop|average_burnup_mwd_per_t|UNVERIFIABLE||LOW|not searched this session|specs_03.psv
Siemens 3-Loop|number_of_turbines|UNVERIFIABLE||LOW|not searched this session|specs_03.psv
Siemens 3-Loop|turbine_speed_rpm|UNVERIFIABLE||LOW|not searched this session|specs_03.psv
Siemens 3-Loop|low_pressure_sections|UNVERIFIABLE||LOW|not searched this session|specs_03.psv
