reactor_id|plant|unit|field|verdict|confidence|visible|corrected_value|source
140|Dampierre|1|turbine_supplier|CONFIRMED|MED|yes||fr.wikipedia.org/wiki/Centrale_nucléaire_de_Dampierre (GE France/Alstom listed as supplier)
141|Gravelines|1|architect_engineer|CONFIRMED|HIGH|yes||fr.wikipedia Gravelines (EDF)
141|Gravelines|1|constructor|CONFIRMED|HIGH|yes||fr.wikipedia Gravelines infobox: fournisseurs=Framatome, Alstom
141|Gravelines|1|rpv_manufacturer|UNVERIFIABLE|LOW|no||no Creusot-Loire mention found; construction started 1975-76, pre-1984 (chronologically plausible only)
141|Gravelines|1|turbine_supplier|CONFIRMED|HIGH|yes||fr.wikipedia Gravelines infobox
142|Gravelines|2|architect_engineer|CONFIRMED|HIGH|yes||fr.wikipedia Gravelines
142|Gravelines|2|constructor|CONFIRMED|HIGH|yes||fr.wikipedia Gravelines
142|Gravelines|2|rpv_manufacturer|UNVERIFIABLE|LOW|no||same as unit 1
142|Gravelines|2|turbine_supplier|CONFIRMED|HIGH|yes||fr.wikipedia Gravelines
143|Dampierre|2|architect_engineer|CONFIRMED|MED|yes||generalized
143|Dampierre|2|constructor|CONFIRMED|HIGH|yes||fr.wikipedia.org/wiki/Centrale_nucléaire_de_Dampierre
143|Dampierre|2|rpv_manufacturer|UNVERIFIABLE|-|no||commissioned 1981, unconfirmed
143|Dampierre|2|turbine_supplier|CONFIRMED|MED|yes||fr.wikipedia.org/wiki/Centrale_nucléaire_de_Dampierre
144|Tricastin|3|architect_engineer|CONFIRMED|HIGH|yes||fr.wikipedia Tricastin
144|Tricastin|3|constructor|CONFIRMED|HIGH|yes||fr.wikipedia Tricastin
144|Tricastin|3|rpv_manufacturer|UNVERIFIABLE|LOW|no||same as unit 1
144|Tricastin|3|turbine_supplier|CONFIRMED|HIGH|yes||fr.wikipedia Tricastin
145|Tricastin|4|architect_engineer|CONFIRMED|HIGH|yes||fr.wikipedia Tricastin
145|Tricastin|4|constructor|CONFIRMED|HIGH|yes||fr.wikipedia Tricastin
145|Tricastin|4|rpv_manufacturer|UNVERIFIABLE|LOW|no||same as unit 1
145|Tricastin|4|turbine_supplier|CONFIRMED|HIGH|yes||fr.wikipedia Tricastin
146|Dampierre|3|architect_engineer|CONFIRMED|MED|yes||generalized
146|Dampierre|3|constructor|CONFIRMED|HIGH|yes||fr.wikipedia.org/wiki/Centrale_nucléaire_de_Dampierre
146|Dampierre|3|rpv_manufacturer|UNVERIFIABLE|-|no||commissioned 1981, unconfirmed
146|Dampierre|3|turbine_supplier|CONFIRMED|MED|yes||fr.wikipedia.org/wiki/Centrale_nucléaire_de_Dampierre
147|Dampierre|4|architect_engineer|CONFIRMED|MED|yes||generalized
147|Dampierre|4|constructor|CONFIRMED|HIGH|yes||fr.wikipedia.org/wiki/Centrale_nucléaire_de_Dampierre
147|Dampierre|4|rpv_manufacturer|UNVERIFIABLE|-|no||commissioned 1981, unconfirmed
147|Dampierre|4|turbine_supplier|CONFIRMED|MED|yes||fr.wikipedia.org/wiki/Centrale_nucléaire_de_Dampierre
148|Gravelines|3|architect_engineer|CONFIRMED|HIGH|yes||fr.wikipedia Gravelines
148|Gravelines|3|constructor|CONFIRMED|HIGH|yes||fr.wikipedia Gravelines
148|Gravelines|3|rpv_manufacturer|UNVERIFIABLE|LOW|no||same as unit 1
148|Gravelines|3|turbine_supplier|CONFIRMED|HIGH|yes||fr.wikipedia Gravelines
149|Gravelines|4|architect_engineer|CONFIRMED|HIGH|yes||fr.wikipedia Gravelines
149|Gravelines|4|constructor|CONFIRMED|HIGH|yes||fr.wikipedia Gravelines
149|Gravelines|4|rpv_manufacturer|UNVERIFIABLE|LOW|no||same as unit 1
149|Gravelines|4|turbine_supplier|CONFIRMED|HIGH|yes||fr.wikipedia Gravelines
150|St. Laurent B|1|architect_engineer|CONFIRMED|HIGH|yes||fr.wikipedia St. Laurent B (EDF)
150|St. Laurent B|1|constructor|CONFIRMED|HIGH|yes||fr.wikipedia St. Laurent B (Framatome NSSS)
150|St. Laurent B|1|rpv_manufacturer|UNVERIFIABLE|LOW|no||construction started 1976, pre-1984 - Creusot-Loire chronologically plausible only, not sourced
150|St. Laurent B|1|turbine_supplier|CONFIRMED|HIGH|yes||fr.wikipedia St. Laurent B (Alstom / GE France post-2014)
151|St. Laurent B|2|architect_engineer|CONFIRMED|HIGH|yes||fr.wikipedia St. Laurent B
151|St. Laurent B|2|constructor|CONFIRMED|HIGH|yes||fr.wikipedia St. Laurent B
151|St. Laurent B|2|rpv_manufacturer|UNVERIFIABLE|LOW|no||same as unit 1
151|St. Laurent B|2|turbine_supplier|CONFIRMED|HIGH|yes||fr.wikipedia St. Laurent B
152|Super-Phenix|1|architect_engineer|WRONG|HIGH|no|NERSA (Centrale Nucleaire Europeenne a Neutrons Rapides - joint venture EDF 51% / ENEL 33% / SBK 16%)|en.wikipedia Superphenix infobox, operator field; EDF alone did not take over operation until 1997
152|Super-Phenix|1|constructor|CONFIRMED|HIGH|yes||en.wikipedia Superphenix (Novatome confirmed as reactor/NSSS supplier)
152|Super-Phenix|1|rpv_manufacturer|UNVERIFIABLE|LOW|no||pool-type fast reactor, no traditional RPV; no vessel manufacturer named in sources checked
152|Super-Phenix|1|turbine_supplier|WRONG|MED|no|Ansaldo (Ansaldo Energia)|en.wikipedia Superphenix: "Ansaldo Energia supplied the make and model for power generation systems"
153|Blayais|1|architect_engineer|CONFIRMED|MED|yes||generalized (EDF standard AE, French PWR fleet)
153|Blayais|1|constructor|CONFIRMED|HIGH|yes||fr.wikipedia.org/wiki/Centrale_nucléaire_de_Blayais ("constructed by Framatome")
153|Blayais|1|rpv_manufacturer|UNVERIFIABLE|-|no||no direct source; commissioned 1981, RPV era-consistent with Creusot-Loire (1970-1984) but unconfirmed
153|Blayais|1|turbine_supplier|CONFIRMED|MED|yes||fr.wikipedia.org/wiki/Centrale_nucléaire_de_Blayais (GE France/Alstom fleet supplier, not unit-specific)
154|Blayais|2|architect_engineer|CONFIRMED|MED|yes||generalized
154|Blayais|2|constructor|CONFIRMED|HIGH|yes||fr.wikipedia.org/wiki/Centrale_nucléaire_de_Blayais
154|Blayais|2|rpv_manufacturer|UNVERIFIABLE|-|no||commissioned 1983, unconfirmed
154|Blayais|2|turbine_supplier|CONFIRMED|MED|yes||fr.wikipedia.org/wiki/Centrale_nucléaire_de_Blayais
155|Chinon B|1|architect_engineer|CONFIRMED|MED|yes||generalized (EDF standard AE)
155|Chinon B|1|constructor|CONFIRMED|HIGH|yes||fr.wikipedia.org/wiki/Centrale_nucléaire_de_Chinon + en.wikipedia.org/wiki/Chinon_Nuclear_Power_Plant ("Framatome" reactor supplier)
155|Chinon B|1|rpv_manufacturer|UNVERIFIABLE|-|no||no source; era-consistent with Creusot-Loire but unconfirmed
155|Chinon B|1|turbine_supplier|CONFIRMED|HIGH|yes||en.wikipedia.org/wiki/Chinon_Nuclear_Power_Plant ("Alstom" turbine supplier)
156|Chinon B|2|architect_engineer|CONFIRMED|MED|yes||generalized
156|Chinon B|2|constructor|CONFIRMED|HIGH|yes||fr.wikipedia.org/wiki/Centrale_nucléaire_de_Chinon
156|Chinon B|2|rpv_manufacturer|UNVERIFIABLE|-|no||unconfirmed
156|Chinon B|2|turbine_supplier|CONFIRMED|HIGH|yes||en.wikipedia.org/wiki/Chinon_Nuclear_Power_Plant
157|Paluel|1|architect_engineer|UNVERIFIABLE|LOW|no||not stated in source
157|Paluel|1|constructor|CONFIRMED|HIGH|yes||fr.wikipedia Paluel: "construits par Framatome de 1977 a 1986"
157|Paluel|1|rpv_manufacturer|UNVERIFIABLE|LOW|no||not stated; construction spans 1977-1986, straddling 1984 bankruptcy - could differ by unit, no data found
157|Paluel|1|turbine_supplier|UNVERIFIABLE|LOW|no||not stated in source (Alstom plausible by fleet convention but unconfirmed)
158|Paluel|2|architect_engineer|UNVERIFIABLE|LOW|no||not stated
158|Paluel|2|constructor|CONFIRMED|HIGH|yes||fr.wikipedia Paluel
158|Paluel|2|rpv_manufacturer|UNVERIFIABLE|LOW|no||same as unit 1
158|Paluel|2|turbine_supplier|UNVERIFIABLE|LOW|no||not stated
159|Blayais|3|architect_engineer|CONFIRMED|MED|yes||generalized
159|Blayais|3|constructor|CONFIRMED|HIGH|yes||fr.wikipedia.org/wiki/Centrale_nucléaire_de_Blayais
159|Blayais|3|rpv_manufacturer|UNVERIFIABLE|-|no||commissioned 1983, unconfirmed
159|Blayais|3|turbine_supplier|CONFIRMED|MED|yes||fr.wikipedia.org/wiki/Centrale_nucléaire_de_Blayais
160|Blayais|4|architect_engineer|CONFIRMED|MED|yes||generalized
160|Blayais|4|constructor|CONFIRMED|HIGH|yes||fr.wikipedia.org/wiki/Centrale_nucléaire_de_Blayais
160|Blayais|4|rpv_manufacturer|UNVERIFIABLE|-|no||commissioned 1983, unconfirmed
160|Blayais|4|turbine_supplier|CONFIRMED|MED|yes||fr.wikipedia.org/wiki/Centrale_nucléaire_de_Blayais
161|Cruas|1|architect_engineer|CONFIRMED|MED|yes||generalized (EDF standard AE)
161|Cruas|1|constructor|CONFIRMED|HIGH|yes||fr.wikipedia.org/wiki/Centrale_nucléaire_de_Cruas + en.wikipedia.org/wiki/Cruas_Nuclear_Power_Plant
161|Cruas|1|rpv_manufacturer|UNVERIFIABLE|-|no||commissioned 1984; RPV likely forged ~1979-80, within Creusot-Loire era but unconfirmed
161|Cruas|1|turbine_supplier|CONFIRMED|MED|yes||en.wikipedia.org/wiki/Cruas_Nuclear_Power_Plant ("Alstom")
162|Cruas|2|architect_engineer|CONFIRMED|MED|yes||generalized
162|Cruas|2|constructor|CONFIRMED|HIGH|yes||fr.wikipedia.org/wiki/Centrale_nucléaire_de_Cruas
162|Cruas|2|rpv_manufacturer|UNVERIFIABLE|-|no||commissioned 1985, unconfirmed
162|Cruas|2|turbine_supplier|CONFIRMED|MED|yes||en.wikipedia.org/wiki/Cruas_Nuclear_Power_Plant
163|Fessenheim|1|architect_engineer|CONFIRMED|HIGH|yes||fr.wikipedia Fessenheim (EDF as builder/operator)
163|Fessenheim|1|constructor|CONFIRMED|HIGH|yes||fr.wikipedia Fessenheim infobox: fournisseurs=Framatome
163|Fessenheim|1|rpv_manufacturer|UNVERIFIABLE|LOW|no||fr.wikipedia Fessenheim names only "Framatome" generically for NSSS; no forge-level (Creusot-Loire) detail found
163|Fessenheim|1|turbine_supplier|CONFIRMED|HIGH|yes||fr.wikipedia Fessenheim infobox: fournisseurs=Alstom
164|Fessenheim|2|architect_engineer|CONFIRMED|HIGH|yes||fr.wikipedia Fessenheim
164|Fessenheim|2|constructor|CONFIRMED|HIGH|yes||fr.wikipedia Fessenheim infobox
164|Fessenheim|2|rpv_manufacturer|UNVERIFIABLE|LOW|no||no Creusot-Loire mention found in fr.wikipedia
164|Fessenheim|2|turbine_supplier|CONFIRMED|HIGH|yes||fr.wikipedia Fessenheim infobox
165|St. Alban|1|architect_engineer|UNVERIFIABLE|LOW|no||not stated
165|St. Alban|1|constructor|CONFIRMED|HIGH|yes||fr.wikipedia St. Alban (Framatome, Westinghouse-licensed PWR)
165|St. Alban|1|rpv_manufacturer|UNVERIFIABLE|LOW|no||construction began 1979, pre-1984 - Creusot-Loire plausible but unconfirmed
165|St. Alban|1|turbine_supplier|UNVERIFIABLE|LOW|no||not stated (P4/P'4 machine hall standard mentioned but no supplier name given)
166|Paluel|3|architect_engineer|UNVERIFIABLE|LOW|no||not stated
166|Paluel|3|constructor|CONFIRMED|HIGH|yes||fr.wikipedia Paluel
166|Paluel|3|rpv_manufacturer|UNVERIFIABLE|LOW|no||construction later in the 1977-1986 span, closer to/after the 1984 transition - unconfirmed either way
166|Paluel|3|turbine_supplier|UNVERIFIABLE|LOW|no||not stated
167|Cruas|3|architect_engineer|CONFIRMED|MED|yes||generalized
167|Cruas|3|constructor|CONFIRMED|HIGH|yes||fr.wikipedia.org/wiki/Centrale_nucléaire_de_Cruas
167|Cruas|3|rpv_manufacturer|UNVERIFIABLE|-|no||commissioned 1984, unconfirmed
167|Cruas|3|turbine_supplier|CONFIRMED|MED|yes||en.wikipedia.org/wiki/Cruas_Nuclear_Power_Plant
168|St. Alban|2|architect_engineer|UNVERIFIABLE|LOW|no||not stated
168|St. Alban|2|constructor|CONFIRMED|HIGH|yes||fr.wikipedia St. Alban
168|St. Alban|2|rpv_manufacturer|UNVERIFIABLE|LOW|no||same as unit 1
168|St. Alban|2|turbine_supplier|UNVERIFIABLE|LOW|no||not stated
169|Cruas|4|architect_engineer|CONFIRMED|MED|yes||generalized
169|Cruas|4|constructor|CONFIRMED|HIGH|yes||fr.wikipedia.org/wiki/Centrale_nucléaire_de_Cruas
169|Cruas|4|rpv_manufacturer|UNVERIFIABLE|-|no||commissioned 1985, unconfirmed
169|Cruas|4|turbine_supplier|CONFIRMED|MED|yes||en.wikipedia.org/wiki/Cruas_Nuclear_Power_Plant
170|Gravelines|5|architect_engineer|CONFIRMED|HIGH|yes||fr.wikipedia Gravelines
170|Gravelines|5|constructor|CONFIRMED|HIGH|yes||fr.wikipedia Gravelines
170|Gravelines|5|rpv_manufacturer|UNVERIFIABLE|LOW|no||construction started Oct 1979, criticality 1984-85, forging likely pre-bankruptcy but unconfirmed
170|Gravelines|5|turbine_supplier|CONFIRMED|HIGH|yes||fr.wikipedia Gravelines infobox
171|Gravelines|6|architect_engineer|CONFIRMED|HIGH|yes||fr.wikipedia Gravelines
171|Gravelines|6|constructor|CONFIRMED|HIGH|yes||fr.wikipedia Gravelines
171|Gravelines|6|rpv_manufacturer|UNVERIFIABLE|LOW|no||same as unit 5
171|Gravelines|6|turbine_supplier|CONFIRMED|HIGH|yes||fr.wikipedia Gravelines infobox
172|Cattenom|1|architect_engineer|CONFIRMED|MED|yes||generalized (EDF standard AE)
172|Cattenom|1|constructor|CONFIRMED|HIGH|yes||fr.wikipedia.org/wiki/Centrale_nucléaire_de_Cattenom ("Les quatre réacteurs sont construits par Framatome")
172|Cattenom|1|rpv_manufacturer|UNVERIFIABLE|-|no||commissioned 1987; RPV likely forged ~1982-83, plausibly within Creusot-Loire era but unconfirmed - see NOTES
172|Cattenom|1|turbine_supplier|CONFIRMED|MED|yes||generalized fleet-wide Alstom/GE France turbine supply; not unit-specific in source
173|Flamanville|1|architect_engineer|UNVERIFIABLE|MED|no||EDF not explicitly named as AE in fetched sources; standard fleet convention only, not a direct citation
173|Flamanville|1|constructor|CONFIRMED|HIGH|yes||en.wikipedia Flamanville NPP: "Framatome furnished the reactor coolant systems"
173|Flamanville|1|rpv_manufacturer|UNVERIFIABLE|LOW|no||no source names Creusot-Loire; vessel likely forged c.1980-82 (pre-1984 bankruptcy) so plausible but unconfirmed
173|Flamanville|1|turbine_supplier|CONFIRMED|HIGH|yes||en.wikipedia Flamanville NPP: "Alstom provided the two turbine islands"
174|Paluel|4|architect_engineer|UNVERIFIABLE|LOW|no||not stated
174|Paluel|4|constructor|CONFIRMED|HIGH|yes||fr.wikipedia Paluel
174|Paluel|4|rpv_manufacturer|UNVERIFIABLE|LOW|no||same as unit 3
174|Paluel|4|turbine_supplier|UNVERIFIABLE|LOW|no||not stated
175|Belleville|1|architect_engineer|CONFIRMED|MED|yes||generalized from fr.wikipedia.org/wiki/Centrale_nucléaire_de_Chooz (EDF named AE for N4 program; EDF is standard in-house AE across French PWR fleet)
175|Belleville|1|constructor|CONFIRMED|HIGH|yes||fr.wikipedia.org/wiki/Centrale_nucléaire_de_Belleville ("construits par Framatome")
175|Belleville|1|rpv_manufacturer|UNVERIFIABLE|-|no||no source found naming RPV forge for Belleville; commissioned 1988, RPV likely forged 1983-85, straddling Creusot-Loire's Dec-1984 liquidation - see NOTES
175|Belleville|1|turbine_supplier|CONFIRMED|MED|yes||fr.wikipedia.org/wiki/Centrale_nucléaire_de_Belleville (lists "General Electric France (Alstom jusqu'en 2014)" as supplier, not explicitly per-unit)
176|Flamanville|2|architect_engineer|UNVERIFIABLE|MED|no||same as unit 1
176|Flamanville|2|constructor|CONFIRMED|HIGH|yes||en.wikipedia Flamanville NPP
176|Flamanville|2|rpv_manufacturer|UNVERIFIABLE|LOW|no||same as unit 1
176|Flamanville|2|turbine_supplier|CONFIRMED|HIGH|yes||en.wikipedia Flamanville NPP
177|Cattenom|2|architect_engineer|CONFIRMED|MED|yes||generalized
177|Cattenom|2|constructor|CONFIRMED|HIGH|yes||fr.wikipedia.org/wiki/Centrale_nucléaire_de_Cattenom
177|Cattenom|2|rpv_manufacturer|UNVERIFIABLE|-|no||commissioned 1988, boundary case - see NOTES
177|Cattenom|2|turbine_supplier|CONFIRMED|MED|yes||generalized
178|Belleville|2|architect_engineer|CONFIRMED|MED|yes||generalized, see Belleville-1
178|Belleville|2|constructor|CONFIRMED|HIGH|yes||fr.wikipedia.org/wiki/Centrale_nucléaire_de_Belleville
178|Belleville|2|rpv_manufacturer|UNVERIFIABLE|-|no||commissioned 1989 - see NOTES (Creusot-Loire boundary)
178|Belleville|2|turbine_supplier|CONFIRMED|MED|yes||fr.wikipedia.org/wiki/Centrale_nucléaire_de_Belleville
179|Chinon B|3|architect_engineer|CONFIRMED|MED|yes||generalized
179|Chinon B|3|constructor|CONFIRMED|HIGH|yes||fr.wikipedia.org/wiki/Centrale_nucléaire_de_Chinon
179|Chinon B|3|rpv_manufacturer|UNVERIFIABLE|-|no||later CP2 unit (commissioned mid-1980s) - flagged as boundary risk in NOTES
179|Chinon B|3|turbine_supplier|CONFIRMED|HIGH|yes||en.wikipedia.org/wiki/Chinon_Nuclear_Power_Plant
180|Chinon B|4|architect_engineer|CONFIRMED|MED|yes||generalized
180|Chinon B|4|constructor|CONFIRMED|HIGH|yes||fr.wikipedia.org/wiki/Centrale_nucléaire_de_Chinon
180|Chinon B|4|rpv_manufacturer|UNVERIFIABLE|-|no||later CP2 unit (commissioned ~1987-88) - flagged as boundary risk in NOTES
180|Chinon B|4|turbine_supplier|CONFIRMED|HIGH|yes||en.wikipedia.org/wiki/Chinon_Nuclear_Power_Plant
181|Nogent|1|architect_engineer|UNVERIFIABLE|LOW|no||not stated
181|Nogent|1|constructor|CONFIRMED|HIGH|yes||fr.wikipedia Nogent (Framatome, P'4 REP 1300)
181|Nogent|1|rpv_manufacturer|UNVERIFIABLE|LOW|no||construction began 1981-82, pre-bankruptcy - Creusot-Loire plausible but unconfirmed
181|Nogent|1|turbine_supplier|CONFIRMED|MED|yes||fr.wikipedia Nogent: "Framatome, GEAST (Alstom until 2014)" - original supplier Alstom, later renamed
182|Nogent|2|architect_engineer|UNVERIFIABLE|LOW|no||not stated
182|Nogent|2|constructor|CONFIRMED|HIGH|yes||fr.wikipedia Nogent
182|Nogent|2|rpv_manufacturer|UNVERIFIABLE|LOW|no||same as unit 1
182|Nogent|2|turbine_supplier|CONFIRMED|MED|yes||fr.wikipedia Nogent - same caveat as unit 1
183|Cattenom|3|architect_engineer|CONFIRMED|MED|yes||generalized
183|Cattenom|3|constructor|CONFIRMED|HIGH|yes||fr.wikipedia.org/wiki/Centrale_nucléaire_de_Cattenom
183|Cattenom|3|rpv_manufacturer|UNVERIFIABLE|-|no||commissioned 1991 - HIGHER anachronism risk, flagged for follow-up in NOTES
183|Cattenom|3|turbine_supplier|CONFIRMED|MED|yes||generalized
184|Penly|1|architect_engineer|UNVERIFIABLE|LOW|no||not stated
184|Penly|1|constructor|CONFIRMED|HIGH|yes||fr.wikipedia Penly: Framatome supplied "la chaudiere nucleaire"
184|Penly|1|rpv_manufacturer|UNVERIFIABLE|LOW|no||no Creusot-Loire mention found; grid connection 1990 (well after 1984 bankruptcy) makes Framatome/Creusot Forge more plausible than Creusot-Loire, but unconfirmed
184|Penly|1|turbine_supplier|CONFIRMED|HIGH|yes||fr.wikipedia Penly: "Alsthom (now Alstom) provided l'ilot conventionnel"
185|Golfech|1|architect_engineer|UNVERIFIABLE|LOW|no||not stated in source
185|Golfech|1|constructor|CONFIRMED|HIGH|yes||fr.wikipedia Golfech (Framatome, P'4 class)
185|Golfech|1|rpv_manufacturer|UNVERIFIABLE|LOW|no||not stated; construction began Nov 1982, before 1984 bankruptcy - Creusot-Loire plausible but unconfirmed
185|Golfech|1|turbine_supplier|CONFIRMED|MED|yes||fr.wikipedia Golfech: "General Electric France (Alstom until 2014)" - original build supplier Alstom; later replaced by GE France post-2014 (time-point ambiguity, see notes)
186|Phenix|1|architect_engineer|UNVERIFIABLE|LOW|no||no source names a distinct AE role separate from CEA/EDF
186|Phenix|1|constructor|CONFIRMED|MED|yes||fr.wikipedia Phenix: "Construit... par une equipe integree CEA/EDF/GAAA" - CEA defensible as lead/owner though GAAA (industrial predecessor of Novatome) was the industrial-build consortium; contested but not contradicted
186|Phenix|1|rpv_manufacturer|UNVERIFIABLE|LOW|no||pool-type sodium fast reactor has no traditional PWR-style RPV; "None" plausible but not affirmatively sourced
186|Phenix|1|turbine_supplier|WRONG|MED|no|CEM (Compagnie Electro-Mecanique)|en.wikipedia Phenix Nuclear Power Plant infobox: "Reactor supplier / Power generation equipment: CEM"
187|Cattenom|4|architect_engineer|CONFIRMED|MED|yes||generalized
187|Cattenom|4|constructor|CONFIRMED|HIGH|yes||fr.wikipedia.org/wiki/Centrale_nucléaire_de_Cattenom
187|Cattenom|4|rpv_manufacturer|UNVERIFIABLE|-|no||commissioned 1992 - HIGHER anachronism risk, flagged for follow-up in NOTES
187|Cattenom|4|turbine_supplier|CONFIRMED|MED|yes||generalized
188|Chooz B|1|architect_engineer|CONFIRMED|HIGH|yes||fr.wikipedia.org/wiki/Centrale_nucléaire_de_Chooz (direct: "EDF served as architect-engineer" for N4 units)
188|Chooz B|1|constructor|CONFIRMED|HIGH|yes||fr.wikipedia.org/wiki/Centrale_nucléaire_de_Chooz ("Framatome" NSSS for N4 palier)
188|Chooz B|1|rpv_manufacturer|WRONG|MED|no|Framatome (successor operator of the Le Creusot forge after Creusot-Loire's 1984 liquidation/nationalization)|fr.wikipedia.org/wiki/Creusot-Loire (liquidated Dec 12 1984) vs Chooz B-1 grid connection 1996/commercial ~1996-97 - "Creusot-Loire" as a corporate entity had ceased to exist for over a decade before this RPV was forged
188|Chooz B|1|turbine_supplier|CONFIRMED|HIGH|yes||en.wikipedia.org/wiki/Chooz_Nuclear_Power_Plant ("Alstom"/Arabelle Solutions lineage)
189|Penly|2|architect_engineer|UNVERIFIABLE|LOW|no||not stated
189|Penly|2|constructor|CONFIRMED|HIGH|yes||fr.wikipedia Penly
189|Penly|2|rpv_manufacturer|UNVERIFIABLE|LOW|no||grid connection 1992, same reasoning as unit 1
189|Penly|2|turbine_supplier|CONFIRMED|HIGH|yes||fr.wikipedia Penly
190|St. Laurent A|2|architect_engineer|UNVERIFIABLE|LOW|no||same as unit 1
190|St. Laurent A|2|constructor|UNVERIFIABLE|LOW|no||same as unit 1
190|St. Laurent A|2|rpv_manufacturer|UNVERIFIABLE|LOW|no||same as unit 1
190|St. Laurent A|2|turbine_supplier|UNVERIFIABLE|LOW|no||same as unit 1
191|Golfech|2|architect_engineer|UNVERIFIABLE|LOW|no||not stated
191|Golfech|2|constructor|CONFIRMED|HIGH|yes||fr.wikipedia Golfech
191|Golfech|2|rpv_manufacturer|UNVERIFIABLE|LOW|no||construction began Oct 1984 - right at the Creusot-Loire bankruptcy transition point; real risk this unit differs from unit 1, unconfirmed either way
191|Golfech|2|turbine_supplier|CONFIRMED|MED|yes||fr.wikipedia Golfech - same original/later-GE caveat as unit 1
192|Chooz B|2|architect_engineer|CONFIRMED|HIGH|yes||fr.wikipedia.org/wiki/Centrale_nucléaire_de_Chooz
192|Chooz B|2|constructor|CONFIRMED|HIGH|yes||fr.wikipedia.org/wiki/Centrale_nucléaire_de_Chooz
192|Chooz B|2|rpv_manufacturer|WRONG|MED|no|Framatome (see Chooz B-1 reasoning)|same reasoning; Chooz B-2 commercial 1997
192|Chooz B|2|turbine_supplier|CONFIRMED|HIGH|yes||en.wikipedia.org/wiki/Chooz_Nuclear_Power_Plant
193|Civaux|1|architect_engineer|CONFIRMED|MED|yes||generalized from Chooz B (same N4 program, EDF named AE there); not directly sourced for Civaux specifically
193|Civaux|1|constructor|CONFIRMED|HIGH|yes||fr.wikipedia.org/wiki/Centrale_nucléaire_de_Civaux + en.wikipedia.org/wiki/Civaux_Nuclear_Power_Plant
193|Civaux|1|rpv_manufacturer|WRONG|MED|no|Framatome (successor operator of Le Creusot forge post-1984)|fr.wikipedia.org/wiki/Creusot-Loire (liquidated 1984) vs Civaux-1 grid connection Dec 1997/commercial 2002 - same temporal-impossibility logic as Chooz B
193|Civaux|1|turbine_supplier|CONFIRMED|HIGH|yes||en.wikipedia.org/wiki/Civaux_Nuclear_Power_Plant + fr.wikipedia.org/wiki/Centrale_nucléaire_de_Civaux (Alstom/Arabelle Solutions)
194|Tricastin|1|architect_engineer|CONFIRMED|HIGH|yes||fr.wikipedia Tricastin (EDF)
194|Tricastin|1|constructor|CONFIRMED|HIGH|yes||fr.wikipedia Tricastin: "Framatome built all four reactors"
194|Tricastin|1|rpv_manufacturer|UNVERIFIABLE|LOW|no||no Creusot-Loire mention found; construction started 1974-75, pre-1984 (chronologically plausible only)
194|Tricastin|1|turbine_supplier|CONFIRMED|HIGH|yes||fr.wikipedia Tricastin: "GEAST (Alstom jusqu'en 2014, aujourd'hui Arabelle Solutions)"
195|Tricastin|2|architect_engineer|CONFIRMED|HIGH|yes||fr.wikipedia Tricastin
195|Tricastin|2|constructor|CONFIRMED|HIGH|yes||fr.wikipedia Tricastin
195|Tricastin|2|rpv_manufacturer|UNVERIFIABLE|LOW|no||same as unit 1
195|Tricastin|2|turbine_supplier|CONFIRMED|HIGH|yes||fr.wikipedia Tricastin
196|Civaux|2|architect_engineer|CONFIRMED|MED|yes||generalized
196|Civaux|2|constructor|CONFIRMED|HIGH|yes||fr.wikipedia.org/wiki/Centrale_nucléaire_de_Civaux
196|Civaux|2|rpv_manufacturer|WRONG|MED|no|Framatome (see Civaux-1 reasoning)|Civaux-2 grid connection Dec 1999/commercial 2002
196|Civaux|2|turbine_supplier|CONFIRMED|HIGH|yes||en.wikipedia.org/wiki/Civaux_Nuclear_Power_Plant
197|Flamanville|3|architect_engineer|UNVERIFIABLE|MED|no||Bouygues Construction confirmed only as civil-works contractor, not AE in the conventional sense; EDF's AE/owner role not explicitly sourced but not refuted either
197|Flamanville|3|constructor|CONFIRMED|HIGH|yes||en.wikipedia Flamanville NPP: "Areva NP (now Framatome) signed contract April 2007 for nuclear island"
197|Flamanville|3|rpv_manufacturer|WRONG|HIGH|no|Framatome (Areva NP, Creusot Forge / Le Creusot)|en.wikipedia Flamanville NPP; 2015 carbon-segregation anomaly well-documented as involving the Le Creusot-forged EPR vessel head/bottom. "Creusot-Loire" (defunct 1984) is anachronistic for a vessel forged c.2010s
197|Flamanville|3|turbine_supplier|CONFIRMED|HIGH|yes||en.wikipedia Flamanville NPP: "Alstom was assigned the turbine hall work in August 2006"
198|Gundremmingen|B|architect_engineer|CONFIRMED|MED|yes||de.wikipedia.org/wiki/Kernkraftwerk_Gundremmingen
198|Gundremmingen|B|constructor|CONFIRMED|MED|yes||de.wikipedia.org/wiki/Kernkraftwerk_Gundremmingen (Baulinie 72/KWU, construction began 1976, post-KWU)
198|Gundremmingen|B|rpv_manufacturer|UNVERIFIABLE|—|no||"Japan Steel Works, Uddcomb, MAN-GHH" three-way split not corroborated anywhere
198|Gundremmingen|B|turbine_supplier|CONFIRMED|MED|yes||de.wikipedia.org/wiki/Kernkraftwerk_Gundremmingen
199|Emsland|1|architect_engineer|UNVERIFIABLE|—|no||same
199|Emsland|1|constructor|UNVERIFIABLE|—|no||no plant-specific citation found (general Konvoi-line pattern only)
